regiao,uf,sexo,idade,Cctegoria,quantidade_condutor
Nordeste,Sergipe,Masculino,26 a 30,B-Condutor Carro,7847
Nordeste,Sergipe,Masculino,26 a 30,C-Condutor Caminhão,42
Nordeste,Sergipe,Masculino,26 a 30,D-Condutor Ônibus,250
Nordeste,Sergipe,Masculino,26 a 30,E-Condutor Carreta,42
Nordeste,Sergipe,Masculino,31 a 40,A-Condutor Moto,5686
Nordeste,Sergipe,Masculino,31 a 40,AB-Condutor Moto/Carro,60760
Nordeste,Sergipe,Masculino,31 a 40,AC-Condutor Moto/Caminhão,1359
Nordeste,Sergipe,Masculino,31 a 40,AD-Condutor Moto/Ônibus,14977
Nordeste,Sergipe,Masculino,31 a 40,AE-Condutor Moto/Carreta,4232
Nordeste,Sergipe,Masculino,31 a 40,B-Condutor Carro,19926
Nordeste,Sergipe,Masculino,31 a 40,C-Condutor Caminhão,204
Nordeste,Sergipe,Masculino,31 a 40,D-Condutor Ônibus,2102
Nordeste,Sergipe,Masculino,31 a 40,E-Condutor Carreta,700
Nordeste,Sergipe,Masculino,31 a 40,X-Condutor Ciclomotor,1
Nordeste,Sergipe,Masculino,41 a 50,A-Condutor Moto,4666
Nordeste,Sergipe,Masculino,41 a 50,AB-Condutor Moto/Carro,37454
Nordeste,Sergipe,Masculino,41 a 50,AC-Condutor Moto/Caminhão,1117
Nordeste,Sergipe,Masculino,41 a 50,AD-Condutor Moto/Ônibus,11735
Nordeste,Sergipe,Masculino,41 a 50,AE-Condutor Moto/Carreta,3205
Nordeste,Sergipe,Masculino,41 a 50,B-Condutor Carro,23323
Nordeste,Sergipe,Masculino,41 a 50,C-Condutor Caminhão,608
Nordeste,Sergipe,Masculino,41 a 50,D-Condutor Ônibus,4965
Nordeste,Sergipe,Masculino,41 a 50,E-Condutor Carreta,1445
Nordeste,Sergipe,Masculino,41 a 50,X-Condutor Ciclomotor,3
Nordeste,Sergipe,Masculino,51 a 60,A-Condutor Moto,3500
Nordeste,Sergipe,Masculino,51 a 60,AB-Condutor Moto/Carro,20221
Nordeste,Sergipe,Masculino,51 a 60,AC-Condutor Moto/Caminhão,1197
Nordeste,Sergipe,Masculino,51 a 60,AD-Condutor Moto/Ônibus,5699
Nordeste,Sergipe,Masculino,51 a 60,AE-Condutor Moto/Carreta,1391
Nordeste,Sergipe,Masculino,51 a 60,B-Condutor Carro,22317
Nordeste,Sergipe,Masculino,51 a 60,C-Condutor Caminhão,1235
Nordeste,Sergipe,Masculino,51 a 60,D-Condutor Ônibus,5213
Nordeste,Sergipe,Masculino,51 a 60,E-Condutor Carreta,1482
Nordeste,Sergipe,Masculino,51 a 60,X-Condutor Ciclomotor,6
Nordeste,Sergipe,Masculino,61 a 70,A-Condutor Moto,1411
Nordeste,Sergipe,Masculino,61 a 70,AB-Condutor Moto/Carro,7219
Nordeste,Sergipe,Masculino,61 a 70,AC-Condutor Moto/Caminhão,554
Nordeste,Sergipe,Masculino,61 a 70,AD-Condutor Moto/Ônibus,1759
Nordeste,Sergipe,Masculino,61 a 70,AE-Condutor Moto/Carreta,425
Nordeste,Sergipe,Masculino,61 a 70,B-Condutor Carro,19857
Nordeste,Sergipe,Masculino,61 a 70,C-Condutor Caminhão,1623
Nordeste,Sergipe,Masculino,61 a 70,D-Condutor Ônibus,4293
Nordeste,Sergipe,Masculino,61 a 70,E-Condutor Carreta,1238
Nordeste,Sergipe,Masculino,61 a 70,X-Condutor Ciclomotor,8
Nordeste,Sergipe,Masculino,61 a 70,XB-Condutor Ciclomotor/Carro,1
Nordeste,Sergipe,Masculino,71 a 80,A-Condutor Moto,437
Nordeste,Sergipe,Masculino,71 a 80,AB-Condutor Moto/Carro,1828
Nordeste,Sergipe,Masculino,71 a 80,AC-Condutor Moto/Caminhão,121
Nordeste,Sergipe,Masculino,71 a 80,AD-Condutor Moto/Ônibus,287
Nordeste,Sergipe,Masculino,71 a 80,AE-Condutor Moto/Carreta,52
Nordeste,Sergipe,Masculino,71 a 80,B-Condutor Carro,12608
Nordeste,Sergipe,Masculino,71 a 80,C-Condutor Caminhão,814
Nordeste,Sergipe,Masculino,71 a 80,D-Condutor Ônibus,2131
Nordeste,Sergipe,Masculino,71 a 80,E-Condutor Carreta,376
Nordeste,Sergipe,Masculino,71 a 80,X-Condutor Ciclomotor,1
Nordeste,Sergipe,Masculino,71 a 80,XB-Condutor Ciclomotor/Carro,2
Nordeste,Sergipe,Masculino,81 a 90,A-Condutor Moto,96
Nordeste,Sergipe,Masculino,81 a 90,AB-Condutor Moto/Carro,225
Nordeste,Sergipe,Masculino,81 a 90,AC-Condutor Moto/Caminhão,9
Nordeste,Sergipe,Masculino,81 a 90,AD-Condutor Moto/Ônibus,36
Nordeste,Sergipe,Masculino,81 a 90,AE-Condutor Moto/Carreta,5
Nordeste,Sergipe,Masculino,81 a 90,B-Condutor Carro,4736
Nordeste,Sergipe,Masculino,81 a 90,C-Condutor Caminhão,295
Nordeste,Sergipe,Masculino,81 a 90,D-Condutor Ônibus,826
Nordeste,Sergipe,Masculino,81 a 90,E-Condutor Carreta,62
Nordeste,Sergipe,Masculino,81 a 90,X-Condutor Ciclomotor,1
Nordeste,Sergipe,Masculino,81 a 90,XB-Condutor Ciclomotor/Carro,1
Nordeste,Sergipe,Masculino,91 a 100,A-Condutor Moto,8
Nordeste,Sergipe,Masculino,91 a 100,AB-Condutor Moto/Carro,11
Nordeste,Sergipe,Masculino,91 a 100,AD-Condutor Moto/Ônibus,3
Nordeste,Sergipe,Masculino,91 a 100,B-Condutor Carro,1377
Nordeste,Sergipe,Masculino,91 a 100,C-Condutor Caminhão,46
Nordeste,Sergipe,Masculino,91 a 100,D-Condutor Ônibus,143
Nordeste,Sergipe,Masculino,91 a 100,E-Condutor Carreta,1
Nordeste,Sergipe,Masculino,101 a 120,AB-Condutor Moto/Carro,1
Nordeste,Sergipe,Masculino,101 a 120,B-Condutor Carro,134
Nordeste,Sergipe,Masculino,101 a 120,C-Condutor Caminhão,2
Nordeste,Sergipe,Masculino,101 a 120,D-Condutor Ônibus,8
Nordeste,Sergipe,Feminino,18 a 21,A-Condutor Moto,42
Nordeste,Sergipe,Feminino,18 a 21,AB-Condutor Moto/Carro,1467
Nordeste,Sergipe,Feminino,18 a 21,B-Condutor Carro,1616
Nordeste,Sergipe,Feminino,18 a 21,D-Condutor Ônibus,1
Nordeste,Sergipe,Feminino,22 a 25,A-Condutor Moto,312
Nordeste,Sergipe,Feminino,22 a 25,AB-Condutor Moto/Carro,4797
Nordeste,Sergipe,Feminino,22 a 25,AC-Condutor Moto/Caminhão,4
Nordeste,Sergipe,Feminino,22 a 25,AD-Condutor Moto/Ônibus,6
Nordeste,Sergipe,Feminino,22 a 25,B-Condutor Carro,5161
Nordeste,Sergipe,Feminino,22 a 25,D-Condutor Ônibus,3
Nordeste,Sergipe,Feminino,26 a 30,A-Condutor Moto,682
Nordeste,Sergipe,Feminino,26 a 30,AB-Condutor Moto/Carro,8798
Nordeste,Sergipe,Feminino,26 a 30,AC-Condutor Moto/Caminhão,8
Nordeste,Sergipe,Feminino,26 a 30,AD-Condutor Moto/Ônibus,25
Nordeste,Sergipe,Feminino,26 a 30,AE-Condutor Moto/Carreta,1
Nordeste,Sergipe,Feminino,26 a 30,B-Condutor Carro,10569
Nordeste,Sergipe,Feminino,26 a 30,D-Condutor Ônibus,10
Nordeste,Sergipe,Feminino,26 a 30,X-Condutor Ciclomotor,2
Nordeste,Sergipe,Feminino,26 a 30,XB-Condutor Ciclomotor/Carro,1
Nordeste,Sergipe,Feminino,31 a 40,A-Condutor Moto,1617
Nordeste,Sergipe,Feminino,31 a 40,AB-Condutor Moto/Carro,18639
Nordeste,Sergipe,Feminino,31 a 40,AC-Condutor Moto/Caminhão,23
Nordeste,Sergipe,Feminino,31 a 40,AD-Condutor Moto/Ônibus,171
Nordeste,Sergipe,Feminino,31 a 40,AE-Condutor Moto/Carreta,16
Nordeste,Sergipe,Feminino,31 a 40,B-Condutor Carro,30061
Nordeste,Sergipe,Feminino,31 a 40,C-Condutor Caminhão,6
Nordeste,Sergipe,Feminino,31 a 40,D-Condutor Ônibus,66
Nordeste,Sergipe,Feminino,31 a 40,E-Condutor Carreta,3
Nordeste,Sergipe,Feminino,31 a 40,XB-Condutor Ciclomotor/Carro,2
Nordeste,Sergipe,Feminino,41 a 50,A-Condutor Moto,1080
Nordeste,Sergipe,Feminino,41 a 50,AB-Condutor Moto/Carro,8804
Nordeste,Sergipe,Feminino,41 a 50,AC-Condutor Moto/Caminhão,12
Nordeste,Sergipe,Feminino,41 a 50,AD-Condutor Moto/Ônibus,171
Nordeste,Sergipe,Feminino,41 a 50,AE-Condutor Moto/Carreta,11
Nordeste,Sergipe,Feminino,41 a 50,B-Condutor Carro,26759
Nordeste,Sergipe,Feminino,41 a 50,C-Condutor Caminhão,7
Nordeste,Sergipe,Feminino,41 a 50,D-Condutor Ônibus,152
Nordeste,Sergipe,Feminino,41 a 50,E-Condutor Carreta,1
Nordeste,Sergipe,Feminino,41 a 50,X-Condutor Ciclomotor,3
Nordeste,Sergipe,Feminino,41 a 50,XB-Condutor Ciclomotor/Carro,2
Nordeste,Sergipe,Feminino,51 a 60,A-Condutor Moto,359
Nordeste,Sergipe,Feminino,51 a 60,AB-Condutor Moto/Carro,2422
Nordeste,Sergipe,Feminino,51 a 60,AC-Condutor Moto/Caminhão,8
Nordeste,Sergipe,Feminino,51 a 60,AD-Condutor Moto/Ônibus,57
Nordeste,Sergipe,Feminino,51 a 60,AE-Condutor Moto/Carreta,9
Nordeste,Sergipe,Feminino,51 a 60,B-Condutor Carro,18572
Nordeste,Sergipe,Feminino,51 a 60,C-Condutor Caminhão,15
Nordeste,Sergipe,Feminino,51 a 60,D-Condutor Ônibus,123
Nordeste,Sergipe,Feminino,51 a 60,E-Condutor Carreta,3
Nordeste,Sergipe,Feminino,51 a 60,X-Condutor Ciclomotor,3
Nordeste,Sergipe,Feminino,51 a 60,XB-Condutor Ciclomotor/Carro,2
Nordeste,Sergipe,Feminino,61 a 70,A-Condutor Moto,69
Nordeste,Sergipe,Feminino,61 a 70,AB-Condutor Moto/Carro,339
Nordeste,Sergipe,Feminino,61 a 70,AC-Condutor Moto/Caminhão,2
Nordeste,Sergipe,Feminino,61 a 70,AD-Condutor Moto/Ônibus,12
Nordeste,Sergipe,Feminino,61 a 70,AE-Condutor Moto/Carreta,2
Nordeste,Sergipe,Feminino,61 a 70,B-Condutor Carro,10953
Nordeste,Sergipe,Feminino,61 a 70,C-Condutor Caminhão,16
Nordeste,Sergipe,Feminino,61 a 70,D-Condutor Ônibus,43
Nordeste,Sergipe,Feminino,61 a 70,E-Condutor Carreta,4
Nordeste,Sergipe,Feminino,61 a 70,X-Condutor Ciclomotor,4
Nordeste,Sergipe,Feminino,61 a 70,XB-Condutor Ciclomotor/Carro,1
Nordeste,Sergipe,Feminino,71 a 80,A-Condutor Moto,3
Nordeste,Sergipe,Feminino,71 a 80,AB-Condutor Moto/Carro,31
Nordeste,Sergipe,Feminino,71 a 80,AD-Condutor Moto/Ônibus,1
Nordeste,Sergipe,Feminino,71 a 80,B-Condutor Carro,4259
Nordeste,Sergipe,Feminino,71 a 80,C-Condutor Caminhão,7
Nordeste,Sergipe,Feminino,71 a 80,D-Condutor Ônibus,14
Nordeste,Sergipe,Feminino,81 a 90,AB-Condutor Moto/Carro,2
Nordeste,Sergipe,Feminino,81 a 90,B-Condutor Carro,954
Nordeste,Sergipe,Feminino,81 a 90,C-Condutor Caminhão,4
Nordeste,Sergipe,Feminino,81 a 90,D-Condutor Ônibus,5
Nordeste,Sergipe,Feminino,91 a 100,B-Condutor Carro,150
Nordeste,Sergipe,Feminino,101 a 120,B-Condutor Carro,6
Norte,Acre,Masculino,18 a 21,A-Condutor Moto,562
Norte,Acre,Masculino,18 a 21,AB-Condutor Moto/Carro,5518
Norte,Acre,Masculino,18 a 21,AC-Condutor Moto/Caminhão,15
Norte,Acre,Masculino,18 a 21,AD-Condutor Moto/Ônibus,10
Norte,Acre,Masculino,18 a 21,AE-Condutor Moto/Carreta,1
Norte,Acre,Masculino,18 a 21,B-Condutor Carro,535
Norte,Acre,Masculino,18 a 21,C-Condutor Caminhão,1
Norte,Acre,Masculino,22 a 25,A-Condutor Moto,2288
Norte,Acre,Masculino,22 a 25,AB-Condutor Moto/Carro,11275
Norte,Acre,Masculino,22 a 25,AC-Condutor Moto/Caminhão,36
Norte,Acre,Masculino,22 a 25,AD-Condutor Moto/Ônibus,500
Norte,Acre,Masculino,22 a 25,AE-Condutor Moto/Carreta,55
Norte,Acre,Masculino,22 a 25,B-Condutor Carro,1116
Norte,Acre,Masculino,22 a 25,C-Condutor Caminhão,1
Norte,Acre,Masculino,22 a 25,D-Condutor Ônibus,11
Norte,Acre,Masculino,22 a 25,E-Condutor Carreta,1
Norte,Acre,Masculino,26 a 30,A-Condutor Moto,3431
Norte,Acre,Masculino,26 a 30,AB-Condutor Moto/Carro,15436
Norte,Acre,Masculino,26 a 30,AC-Condutor Moto/Caminhão,41
Norte,Acre,Masculino,26 a 30,AD-Condutor Moto/Ônibus,1423
Norte,Acre,Masculino,26 a 30,AE-Condutor Moto/Carreta,213
Norte,Acre,Masculino,26 a 30,B-Condutor Carro,1469
Norte,Acre,Masculino,26 a 30,C-Condutor Caminhão,3
Norte,Acre,Masculino,26 a 30,D-Condutor Ônibus,32
Norte,Acre,Masculino,26 a 30,E-Condutor Carreta,4
Norte,Acre,Masculino,31 a 40,A-Condutor Moto,5758
Norte,Acre,Masculino,31 a 40,AB-Condutor Moto/Carro,29606
Norte,Acre,Masculino,31 a 40,AC-Condutor Moto/Caminhão,183
Norte,Acre,Masculino,31 a 40,AD-Condutor Moto/Ônibus,6310
Norte,Acre,Masculino,31 a 40,AE-Condutor Moto/Carreta,1245
Norte,Acre,Masculino,31 a 40,B-Condutor Carro,3160
Norte,Acre,Masculino,31 a 40,C-Condutor Caminhão,14
Norte,Acre,Masculino,31 a 40,D-Condutor Ônibus,176
Norte,Acre,Masculino,31 a 40,E-Condutor Carreta,32
Norte,Acre,Masculino,41 a 50,A-Condutor Moto,3586
Norte,Acre,Masculino,41 a 50,AB-Condutor Moto/Carro,20845
Norte,Acre,Masculino,41 a 50,AC-Condutor Moto/Caminhão,860
Norte,Acre,Masculino,41 a 50,AD-Condutor Moto/Ônibus,5634
Norte,Acre,Masculino,41 a 50,AE-Condutor Moto/Carreta,1252
Norte,Acre,Masculino,41 a 50,B-Condutor Carro,3228
Norte,Acre,Masculino,41 a 50,C-Condutor Caminhão,128
Norte,Acre,Masculino,41 a 50,D-Condutor Ônibus,413
Norte,Acre,Masculino,41 a 50,E-Condutor Carreta,104
Norte,Acre,Masculino,41 a 50,X-Condutor Ciclomotor,2
Norte,Acre,Masculino,51 a 60,A-Condutor Moto,1722
Norte,Acre,Masculino,51 a 60,AB-Condutor Moto/Carro,10557
Norte,Acre,Masculino,51 a 60,AC-Condutor Moto/Caminhão,1857
Norte,Acre,Masculino,51 a 60,AD-Condutor Moto/Ônibus,2709
Norte,Acre,Masculino,51 a 60,AE-Condutor Moto/Carreta,677
Norte,Acre,Masculino,51 a 60,B-Condutor Carro,2923
Norte,Acre,Masculino,51 a 60,C-Condutor Caminhão,302
Norte,Acre,Masculino,51 a 60,D-Condutor Ônibus,447
Norte,Acre,Masculino,51 a 60,E-Condutor Carreta,121
Norte,Acre,Masculino,51 a 60,X-Condutor Ciclomotor,1
Norte,Acre,Masculino,61 a 70,A-Condutor Moto,533
Norte,Acre,Masculino,61 a 70,AB-Condutor Moto/Carro,4251
Norte,Acre,Masculino,61 a 70,AC-Condutor Moto/Caminhão,847
Norte,Acre,Masculino,61 a 70,AD-Condutor Moto/Ônibus,1361
Norte,Acre,Masculino,61 a 70,AE-Condutor Moto/Carreta,253
Norte,Acre,Masculino,61 a 70,B-Condutor Carro,3214
Norte,Acre,Masculino,61 a 70,C-Condutor Caminhão,476
Norte,Acre,Masculino,61 a 70,D-Condutor Ônibus,681
Norte,Acre,Masculino,61 a 70,E-Condutor Carreta,166
Norte,Acre,Masculino,71 a 80,A-Condutor Moto,130
Norte,Acre,Masculino,71 a 80,AB-Condutor Moto/Carro,1264
Norte,Acre,Masculino,71 a 80,AC-Condutor Moto/Caminhão,198
Norte,Acre,Masculino,71 a 80,AD-Condutor Moto/Ônibus,254
Norte,Acre,Masculino,71 a 80,AE-Condutor Moto/Carreta,32
Norte,Acre,Masculino,71 a 80,B-Condutor Carro,2088
Norte,Acre,Masculino,71 a 80,C-Condutor Caminhão,261
Norte,Acre,Masculino,71 a 80,D-Condutor Ônibus,298
Norte,Acre,Masculino,71 a 80,E-Condutor Carreta,51
Norte,Acre,Masculino,81 a 90,A-Condutor Moto,18
Norte,Acre,Masculino,81 a 90,AB-Condutor Moto/Carro,183
Norte,Acre,Masculino,81 a 90,AC-Condutor Moto/Caminhão,45
Norte,Acre,Masculino,81 a 90,AD-Condutor Moto/Ônibus,49
Norte,Acre,Masculino,81 a 90,AE-Condutor Moto/Carreta,2
Norte,Acre,Masculino,81 a 90,B-Condutor Carro,759
Norte,Acre,Masculino,81 a 90,C-Condutor Caminhão,98
Norte,Acre,Masculino,81 a 90,D-Condutor Ônibus,80
Norte,Acre,Masculino,81 a 90,E-Condutor Carreta,8
Norte,Acre,Masculino,91 a 100,A-Condutor Moto,5
Norte,Acre,Masculino,91 a 100,AB-Condutor Moto/Carro,13
Norte,Acre,Masculino,91 a 100,AC-Condutor Moto/Caminhão,14
Norte,Acre,Masculino,91 a 100,AD-Condutor Moto/Ônibus,8
Norte,Acre,Masculino,91 a 100,AE-Condutor Moto/Carreta,2
Norte,Acre,Masculino,91 a 100,B-Condutor Carro,197
Norte,Acre,Masculino,91 a 100,C-Condutor Caminhão,29
Norte,Acre,Masculino,91 a 100,D-Condutor Ônibus,13
Norte,Acre,Masculino,101 a 120,A-Condutor Moto,1
Norte,Acre,Masculino,101 a 120,B-Condutor Carro,18
Norte,Acre,Masculino,101 a 120,C-Condutor Caminhão,2
Norte,Acre,Feminino,18 a 21,A-Condutor Moto,397
Norte,Acre,Feminino,18 a 21,AB-Condutor Moto/Carro,2243
Norte,Acre,Feminino,18 a 21,B-Condutor Carro,684
Norte,Acre,Feminino,22 a 25,A-Condutor Moto,1520
Norte,Acre,Feminino,22 a 25,AB-Condutor Moto/Carro,5516
Norte,Acre,Feminino,22 a 25,AD-Condutor Moto/Ônibus,3
Norte,Acre,Feminino,22 a 25,B-Condutor Carro,1599
Norte,Acre,Feminino,26 a 30,A-Condutor Moto,3117
Norte,Acre,Feminino,26 a 30,AB-Condutor Moto/Carro,8482
Norte,Acre,Feminino,26 a 30,AC-Condutor Moto/Caminhão,4
Norte,Acre,Feminino,26 a 30,AD-Condutor Moto/Ônibus,45
Norte,Acre,Feminino,26 a 30,AE-Condutor Moto/Carreta,3
Norte,Acre,Feminino,26 a 30,B-Condutor Carro,2646
Norte,Acre,Feminino,26 a 30,D-Condutor Ônibus,1
Norte,Acre,Feminino,31 a 40,A-Condutor Moto,6683
Norte,Acre,Feminino,31 a 40,AB-Condutor Moto/Carro,17236
Norte,Acre,Feminino,31 a 40,AC-Condutor Moto/Caminhão,1
Norte,Acre,Feminino,31 a 40,AD-Condutor Moto/Ônibus,148
Norte,Acre,Feminino,31 a 40,AE-Condutor Moto/Carreta,14
Norte,Acre,Feminino,31 a 40,B-Condutor Carro,6223
Norte,Acre,Feminino,31 a 40,C-Condutor Caminhão,1
Norte,Acre,Feminino,31 a 40,D-Condutor Ônibus,22
Norte,Acre,Feminino,41 a 50,A-Condutor Moto,4112
Norte,Acre,Feminino,41 a 50,AB-Condutor Moto/Carro,9433
Norte,Acre,Feminino,41 a 50,AC-Condutor Moto/Caminhão,16
Norte,Acre,Feminino,41 a 50,AD-Condutor Moto/Ônibus,146
Norte,Acre,Feminino,41 a 50,AE-Condutor Moto/Carreta,17
Norte,Acre,Feminino,41 a 50,B-Condutor Carro,6457
Norte,Acre,Feminino,41 a 50,C-Condutor Caminhão,3
Norte,Acre,Feminino,41 a 50,D-Condutor Ônibus,37
Norte,Acre,Feminino,41 a 50,E-Condutor Carreta,1
Norte,Acre,Feminino,41 a 50,X-Condutor Ciclomotor,1
Norte,Acre,Feminino,51 a 60,A-Condutor Moto,1097
Norte,Acre,Feminino,51 a 60,AB-Condutor Moto/Carro,3472
Norte,Acre,Feminino,51 a 60,AC-Condutor Moto/Caminhão,24
Norte,Acre,Feminino,51 a 60,AD-Condutor Moto/Ônibus,38
Norte,Acre,Feminino,51 a 60,AE-Condutor Moto/Carreta,7
Norte,Acre,Feminino,51 a 60,B-Condutor Carro,4802
Norte,Acre,Feminino,51 a 60,C-Condutor Caminhão,7
Norte,Acre,Feminino,51 a 60,D-Condutor Ônibus,23
Norte,Acre,Feminino,51 a 60,E-Condutor Carreta,3
Norte,Acre,Feminino,51 a 60,X-Condutor Ciclomotor,1
Norte,Acre,Feminino,61 a 70,A-Condutor Moto,154
Norte,Acre,Feminino,61 a 70,AB-Condutor Moto/Carro,861
Norte,Acre,Feminino,61 a 70,AC-Condutor Moto/Caminhão,15
Norte,Acre,Feminino,61 a 70,AD-Condutor Moto/Ônibus,1
Norte,Acre,Feminino,61 a 70,B-Condutor Carro,2721
Norte,Acre,Feminino,61 a 70,C-Condutor Caminhão,12
Norte,Acre,Feminino,61 a 70,D-Condutor Ônibus,7
Norte,Acre,Feminino,61 a 70,E-Condutor Carreta,1
Norte,Acre,Feminino,61 a 70,X-Condutor Ciclomotor,1
Norte,Acre,Feminino,71 a 80,A-Condutor Moto,15
Norte,Acre,Feminino,71 a 80,AB-Condutor Moto/Carro,109
Norte,Acre,Feminino,71 a 80,AC-Condutor Moto/Caminhão,2
Norte,Acre,Feminino,71 a 80,B-Condutor Carro,830
Norte,Acre,Feminino,71 a 80,C-Condutor Caminhão,3
Norte,Acre,Feminino,71 a 80,D-Condutor Ônibus,1
Norte,Acre,Feminino,81 a 90,AB-Condutor Moto/Carro,13
Norte,Acre,Feminino,81 a 90,B-Condutor Carro,154
Norte,Acre,Feminino,81 a 90,D-Condutor Ônibus,1
Norte,Acre,Feminino,91 a 100,B-Condutor Carro,15
Norte,Amazonas,Masculino,18 a 21,A-Condutor Moto,612
Norte,Amazonas,Masculino,18 a 21,AB-Condutor Moto/Carro,5839
Norte,Amazonas,Masculino,18 a 21,AD-Condutor Moto/Ônibus,37
Norte,Amazonas,Masculino,18 a 21,B-Condutor Carro,4852
Norte,Amazonas,Masculino,18 a 21,C-Condutor Caminhão,1
Norte,Amazonas,Masculino,18 a 21,D-Condutor Ônibus,2
Norte,Amazonas,Masculino,18 a 21,XB-Condutor Ciclomotor/Carro,1
Norte,Amazonas,Masculino,22 a 25,A-Condutor Moto,2882
Norte,Amazonas,Masculino,22 a 25,AB-Condutor Moto/Carro,15999
Norte,Amazonas,Masculino,22 a 25,AC-Condutor Moto/Caminhão,1
Norte,Amazonas,Masculino,22 a 25,AD-Condutor Moto/Ônibus,989
Norte,Amazonas,Masculino,22 a 25,AE-Condutor Moto/Carreta,62
Norte,Amazonas,Masculino,22 a 25,B-Condutor Carro,13410
Norte,Amazonas,Masculino,22 a 25,D-Condutor Ônibus,216
Norte,Amazonas,Masculino,22 a 25,E-Condutor Carreta,13
Norte,Amazonas,Masculino,26 a 30,A-Condutor Moto,5771
Norte,Amazonas,Masculino,26 a 30,AB-Condutor Moto/Carro,27088
Norte,Amazonas,Masculino,26 a 30,AC-Condutor Moto/Caminhão,10
Norte,Amazonas,Masculino,26 a 30,AD-Condutor Moto/Ônibus,3383
Norte,Amazonas,Masculino,26 a 30,AE-Condutor Moto/Carreta,555
Norte,Amazonas,Masculino,26 a 30,B-Condutor Carro,21195
Norte,Amazonas,Masculino,26 a 30,C-Condutor Caminhão,10
Norte,Amazonas,Masculino,26 a 30,D-Condutor Ônibus,1001
Norte,Amazonas,Masculino,26 a 30,E-Condutor Carreta,121
Norte,Amazonas,Masculino,31 a 40,A-Condutor Moto,12540
Norte,Amazonas,Masculino,31 a 40,AB-Condutor Moto/Carro,56792
Norte,Amazonas,Masculino,31 a 40,AC-Condutor Moto/Caminhão,85
Norte,Amazonas,Masculino,31 a 40,AD-Condutor Moto/Ônibus,12987
Norte,Amazonas,Masculino,31 a 40,AE-Condutor Moto/Carreta,2972
Norte,Amazonas,Masculino,31 a 40,B-Condutor Carro,45888
Norte,Amazonas,Masculino,31 a 40,C-Condutor Caminhão,29
Norte,Amazonas,Masculino,31 a 40,D-Condutor Ônibus,4509
Norte,Amazonas,Masculino,31 a 40,E-Condutor Carreta,985
Norte,Amazonas,Masculino,41 a 50,A-Condutor Moto,8697
Norte,Amazonas,Masculino,41 a 50,AB-Condutor Moto/Carro,37883
Norte,Amazonas,Masculino,41 a 50,AC-Condutor Moto/Caminhão,732
Norte,Amazonas,Masculino,41 a 50,AD-Condutor Moto/Ônibus,11318
Norte,Amazonas,Masculino,41 a 50,AE-Condutor Moto/Carreta,2723
Norte,Amazonas,Masculino,41 a 50,B-Condutor Carro,45028
Norte,Amazonas,Masculino,41 a 50,C-Condutor Caminhão,671
Norte,Amazonas,Masculino,41 a 50,D-Condutor Ônibus,7386
Norte,Amazonas,Masculino,41 a 50,E-Condutor Carreta,1505
Norte,Amazonas,Masculino,51 a 60,A-Condutor Moto,3918
Norte,Amazonas,Masculino,51 a 60,AB-Condutor Moto/Carro,16198
Norte,Amazonas,Masculino,51 a 60,AC-Condutor Moto/Caminhão,1823
Norte,Amazonas,Masculino,51 a 60,AD-Condutor Moto/Ônibus,5191
Norte,Amazonas,Masculino,51 a 60,AE-Condutor Moto/Carreta,1199
Norte,Amazonas,Masculino,51 a 60,B-Condutor Carro,34056
Norte,Amazonas,Masculino,51 a 60,C-Condutor Caminhão,2674
Norte,Amazonas,Masculino,51 a 60,D-Condutor Ônibus,6950
Norte,Amazonas,Masculino,51 a 60,E-Condutor Carreta,1247
Norte,Amazonas,Masculino,61 a 70,A-Condutor Moto,1177
Norte,Amazonas,Masculino,61 a 70,AB-Condutor Moto/Carro,6395
Norte,Amazonas,Masculino,61 a 70,AC-Condutor Moto/Caminhão,1127
Norte,Amazonas,Masculino,61 a 70,AD-Condutor Moto/Ônibus,2319
Norte,Amazonas,Masculino,61 a 70,AE-Condutor Moto/Carreta,456
Norte,Amazonas,Masculino,61 a 70,B-Condutor Carro,22666
Norte,Amazonas,Masculino,61 a 70,C-Condutor Caminhão,2676
Norte,Amazonas,Masculino,61 a 70,D-Condutor Ônibus,5407
Norte,Amazonas,Masculino,61 a 70,E-Condutor Carreta,787
Norte,Amazonas,Masculino,61 a 70,XC-Condutor Ciclomotor/Caminhão,1
Norte,Amazonas,Masculino,71 a 80,A-Condutor Moto,225
Norte,Amazonas,Masculino,71 a 80,AB-Condutor Moto/Carro,2150
Norte,Amazonas,Masculino,71 a 80,AC-Condutor Moto/Caminhão,299
Norte,Amazonas,Masculino,71 a 80,AD-Condutor Moto/Ônibus,392
Norte,Amazonas,Masculino,71 a 80,AE-Condutor Moto/Carreta,60
Norte,Amazonas,Masculino,71 a 80,B-Condutor Carro,10885
Norte,Amazonas,Masculino,71 a 80,C-Condutor Caminhão,1384
Norte,Amazonas,Masculino,71 a 80,D-Condutor Ônibus,1625
Norte,Amazonas,Masculino,71 a 80,E-Condutor Carreta,175
Norte,Amazonas,Masculino,81 a 90,A-Condutor Moto,42
Norte,Amazonas,Masculino,81 a 90,AB-Condutor Moto/Carro,354
Norte,Amazonas,Masculino,81 a 90,AC-Condutor Moto/Caminhão,82
Norte,Amazonas,Masculino,81 a 90,AD-Condutor Moto/Ônibus,36
Norte,Amazonas,Masculino,81 a 90,AE-Condutor Moto/Carreta,2
