"Região Habilitação Atual","UF Habilitação Atual","Sexo","Faixa Etária","Categoria","Qt. Condutor Histórico"
"Nordeste","Sergipe","Masculino","22 a 25","E-Condutor Carreta","8"
"Nordeste","Sergipe","Masculino","26 a 30","A-Condutor Moto","2.826"
"Nordeste","Sergipe","Masculino","26 a 30","AB-Condutor Moto/Carro","29.001"
"Nordeste","Sergipe","Masculino","26 a 30","AC-Condutor Moto/Caminhão","732"
"Nordeste","Sergipe","Masculino","26 a 30","AD-Condutor Moto/Ônibus","4.662"
"Nordeste","Sergipe","Masculino","26 a 30","AE-Condutor Moto/Carreta","976"
"Nordeste","Sergipe","Masculino","26 a 30","B-Condutor Carro","7.992"
"Nordeste","Sergipe","Masculino","26 a 30","C-Condutor Caminhão","46"
"Nordeste","Sergipe","Masculino","26 a 30","D-Condutor Ônibus","305"
"Nordeste","Sergipe","Masculino","26 a 30","E-Condutor Carreta","62"
"Nordeste","Sergipe","Masculino","31 a 40","A-Condutor Moto","6.152"
"Nordeste","Sergipe","Masculino","31 a 40","AB-Condutor Moto/Carro","56.629"
"Nordeste","Sergipe","Masculino","31 a 40","AC-Condutor Moto/Caminhão","1.361"
"Nordeste","Sergipe","Masculino","31 a 40","AD-Condutor Moto/Ônibus","14.975"
"Nordeste","Sergipe","Masculino","31 a 40","AE-Condutor Moto/Carreta","4.044"
"Nordeste","Sergipe","Masculino","31 a 40","B-Condutor Carro","21.279"
"Nordeste","Sergipe","Masculino","31 a 40","C-Condutor Caminhão","303"
"Nordeste","Sergipe","Masculino","31 a 40","D-Condutor Ônibus","2.809"
"Nordeste","Sergipe","Masculino","31 a 40","E-Condutor Carreta","894"
"Nordeste","Sergipe","Masculino","31 a 40","X-Condutor Ciclomotor","2"
"Nordeste","Sergipe","Masculino","41 a 50","A-Condutor Moto","4.579"
"Nordeste","Sergipe","Masculino","41 a 50","AB-Condutor Moto/Carro","31.940"
"Nordeste","Sergipe","Masculino","41 a 50","AC-Condutor Moto/Caminhão","1.175"
"Nordeste","Sergipe","Masculino","41 a 50","AD-Condutor Moto/Ônibus","10.335"
"Nordeste","Sergipe","Masculino","41 a 50","AE-Condutor Moto/Carreta","2.681"
"Nordeste","Sergipe","Masculino","41 a 50","B-Condutor Carro","22.566"
"Nordeste","Sergipe","Masculino","41 a 50","C-Condutor Caminhão","717"
"Nordeste","Sergipe","Masculino","41 a 50","D-Condutor Ônibus","5.271"
"Nordeste","Sergipe","Masculino","41 a 50","E-Condutor Carreta","1.428"
"Nordeste","Sergipe","Masculino","41 a 50","X-Condutor Ciclomotor","2"
"Nordeste","Sergipe","Masculino","41 a 50","XB-Condutor Ciclomotor/Carro","1"
"Nordeste","Sergipe","Masculino","51 a 60","A-Condutor Moto","3.199"
"Nordeste","Sergipe","Masculino","51 a 60","AB-Condutor Moto/Carro","16.800"
"Nordeste","Sergipe","Masculino","51 a 60","AC-Condutor Moto/Caminhão","1.254"
"Nordeste","Sergipe","Masculino","51 a 60","AD-Condutor Moto/Ônibus","4.928"
"Nordeste","Sergipe","Masculino","51 a 60","AE-Condutor Moto/Carreta","1.189"
"Nordeste","Sergipe","Masculino","51 a 60","B-Condutor Carro","21.556"
"Nordeste","Sergipe","Masculino","51 a 60","C-Condutor Caminhão","1.507"
"Nordeste","Sergipe","Masculino","51 a 60","D-Condutor Ônibus","5.384"
"Nordeste","Sergipe","Masculino","51 a 60","E-Condutor Carreta","1.521"
"Nordeste","Sergipe","Masculino","51 a 60","X-Condutor Ciclomotor","5"
"Nordeste","Sergipe","Masculino","61 a 70","A-Condutor Moto","1.153"
"Nordeste","Sergipe","Masculino","61 a 70","AB-Condutor Moto/Carro","5.268"
"Nordeste","Sergipe","Masculino","61 a 70","AC-Condutor Moto/Caminhão","457"
"Nordeste","Sergipe","Masculino","61 a 70","AD-Condutor Moto/Ônibus","1.399"
"Nordeste","Sergipe","Masculino","61 a 70","AE-Condutor Moto/Carreta","305"
"Nordeste","Sergipe","Masculino","61 a 70","B-Condutor Carro","18.015"
"Nordeste","Sergipe","Masculino","61 a 70","C-Condutor Caminhão","1.674"
"Nordeste","Sergipe","Masculino","61 a 70","D-Condutor Ônibus","4.214"
"Nordeste","Sergipe","Masculino","61 a 70","E-Condutor Carreta","1.150"
"Nordeste","Sergipe","Masculino","61 a 70","X-Condutor Ciclomotor","8"
"Nordeste","Sergipe","Masculino","61 a 70","XB-Condutor Ciclomotor/Carro","1"
"Nordeste","Sergipe","Masculino","71 a 80","A-Condutor Moto","335"
"Nordeste","Sergipe","Masculino","71 a 80","AB-Condutor Moto/Carro","1.244"
"Nordeste","Sergipe","Masculino","71 a 80","AC-Condutor Moto/Caminhão","89"
"Nordeste","Sergipe","Masculino","71 a 80","AD-Condutor Moto/Ônibus","204"
"Nordeste","Sergipe","Masculino","71 a 80","AE-Condutor Moto/Carreta","36"
"Nordeste","Sergipe","Masculino","71 a 80","B-Condutor Carro","10.476"
"Nordeste","Sergipe","Masculino","71 a 80","C-Condutor Caminhão","734"
"Nordeste","Sergipe","Masculino","71 a 80","D-Condutor Ônibus","1.921"
"Nordeste","Sergipe","Masculino","71 a 80","E-Condutor Carreta","281"
"Nordeste","Sergipe","Masculino","71 a 80","X-Condutor Ciclomotor","1"
"Nordeste","Sergipe","Masculino","71 a 80","XB-Condutor Ciclomotor/Carro","3"
"Nordeste","Sergipe","Masculino","81 a 90","A-Condutor Moto","55"
"Nordeste","Sergipe","Masculino","81 a 90","AB-Condutor Moto/Carro","153"
"Nordeste","Sergipe","Masculino","81 a 90","AC-Condutor Moto/Caminhão","5"
"Nordeste","Sergipe","Masculino","81 a 90","AD-Condutor Moto/Ônibus","24"
"Nordeste","Sergipe","Masculino","81 a 90","AE-Condutor Moto/Carreta","3"
"Nordeste","Sergipe","Masculino","81 a 90","B-Condutor Carro","3.776"
"Nordeste","Sergipe","Masculino","81 a 90","C-Condutor Caminhão","205"
"Nordeste","Sergipe","Masculino","81 a 90","D-Condutor Ônibus","652"
"Nordeste","Sergipe","Masculino","81 a 90","E-Condutor Carreta","37"
"Nordeste","Sergipe","Masculino","91 a 100","A-Condutor Moto","4"
"Nordeste","Sergipe","Masculino","91 a 100","AB-Condutor Moto/Carro","5"
"Nordeste","Sergipe","Masculino","91 a 100","AD-Condutor Moto/Ônibus","2"
"Nordeste","Sergipe","Masculino","91 a 100","B-Condutor Carro","980"
"Nordeste","Sergipe","Masculino","91 a 100","C-Condutor Caminhão","21"
"Nordeste","Sergipe","Masculino","91 a 100","D-Condutor Ônibus","85"
"Nordeste","Sergipe","Masculino","101 a 120","AB-Condutor Moto/Carro","1"
"Nordeste","Sergipe","Masculino","101 a 120","B-Condutor Carro","77"
"Nordeste","Sergipe","Masculino","101 a 120","C-Condutor Caminhão","2"
"Nordeste","Sergipe","Masculino","101 a 120","D-Condutor Ônibus","3"
"Nordeste","Sergipe","Feminino","18 a 21","A-Condutor Moto","97"
"Nordeste","Sergipe","Feminino","18 a 21","AB-Condutor Moto/Carro","1.509"
"Nordeste","Sergipe","Feminino","18 a 21","AC-Condutor Moto/Caminhão","1"
"Nordeste","Sergipe","Feminino","18 a 21","B-Condutor Carro","2.191"
"Nordeste","Sergipe","Feminino","22 a 25","A-Condutor Moto","385"
"Nordeste","Sergipe","Feminino","22 a 25","AB-Condutor Moto/Carro","4.442"
"Nordeste","Sergipe","Feminino","22 a 25","AC-Condutor Moto/Caminhão","7"
"Nordeste","Sergipe","Feminino","22 a 25","AD-Condutor Moto/Ônibus","3"
"Nordeste","Sergipe","Feminino","22 a 25","B-Condutor Carro","5.907"
"Nordeste","Sergipe","Feminino","22 a 25","D-Condutor Ônibus","3"
"Nordeste","Sergipe","Feminino","22 a 25","X-Condutor Ciclomotor","1"
"Nordeste","Sergipe","Feminino","26 a 30","A-Condutor Moto","730"
"Nordeste","Sergipe","Feminino","26 a 30","AB-Condutor Moto/Carro","7.842"
"Nordeste","Sergipe","Feminino","26 a 30","AC-Condutor Moto/Caminhão","7"
"Nordeste","Sergipe","Feminino","26 a 30","AD-Condutor Moto/Ônibus","44"
"Nordeste","Sergipe","Feminino","26 a 30","AE-Condutor Moto/Carreta","4"
"Nordeste","Sergipe","Feminino","26 a 30","B-Condutor Carro","11.041"
"Nordeste","Sergipe","Feminino","26 a 30","D-Condutor Ônibus","13"
"Nordeste","Sergipe","Feminino","26 a 30","XB-Condutor Ciclomotor/Carro","1"
"Nordeste","Sergipe","Feminino","31 a 40","A-Condutor Moto","1.651"
"Nordeste","Sergipe","Feminino","31 a 40","AB-Condutor Moto/Carro","15.909"
"Nordeste","Sergipe","Feminino","31 a 40","AC-Condutor Moto/Caminhão","22"
"Nordeste","Sergipe","Feminino","31 a 40","AD-Condutor Moto/Ônibus","177"
"Nordeste","Sergipe","Feminino","31 a 40","AE-Condutor Moto/Carreta","11"
"Nordeste","Sergipe","Feminino","31 a 40","B-Condutor Carro","30.722"
"Nordeste","Sergipe","Feminino","31 a 40","C-Condutor Caminhão","9"
"Nordeste","Sergipe","Feminino","31 a 40","D-Condutor Ônibus","75"
"Nordeste","Sergipe","Feminino","31 a 40","E-Condutor Carreta","2"
"Nordeste","Sergipe","Feminino","31 a 40","XB-Condutor Ciclomotor/Carro","1"
"Nordeste","Sergipe","Feminino","41 a 50","A-Condutor Moto","918"
"Nordeste","Sergipe","Feminino","41 a 50","AB-Condutor Moto/Carro","6.535"
"Nordeste","Sergipe","Feminino","41 a 50","AC-Condutor Moto/Caminhão","9"
"Nordeste","Sergipe","Feminino","41 a 50","AD-Condutor Moto/Ônibus","134"
"Nordeste","Sergipe","Feminino","41 a 50","AE-Condutor Moto/Carreta","9"
"Nordeste","Sergipe","Feminino","41 a 50","B-Condutor Carro","23.785"
"Nordeste","Sergipe","Feminino","41 a 50","C-Condutor Caminhão","9"
"Nordeste","Sergipe","Feminino","41 a 50","D-Condutor Ônibus","170"
"Nordeste","Sergipe","Feminino","41 a 50","X-Condutor Ciclomotor","4"
"Nordeste","Sergipe","Feminino","41 a 50","XB-Condutor Ciclomotor/Carro","2"
"Nordeste","Sergipe","Feminino","51 a 60","A-Condutor Moto","283"
"Nordeste","Sergipe","Feminino","51 a 60","AB-Condutor Moto/Carro","1.666"
"Nordeste","Sergipe","Feminino","51 a 60","AC-Condutor Moto/Caminhão","9"
"Nordeste","Sergipe","Feminino","51 a 60","AD-Condutor Moto/Ônibus","52"
"Nordeste","Sergipe","Feminino","51 a 60","AE-Condutor Moto/Carreta","12"
"Nordeste","Sergipe","Feminino","51 a 60","B-Condutor Carro","16.835"
"Nordeste","Sergipe","Feminino","51 a 60","C-Condutor Caminhão","22"
"Nordeste","Sergipe","Feminino","51 a 60","D-Condutor Ônibus","106"
"Nordeste","Sergipe","Feminino","51 a 60","E-Condutor Carreta","3"
"Nordeste","Sergipe","Feminino","51 a 60","X-Condutor Ciclomotor","3"
"Nordeste","Sergipe","Feminino","51 a 60","XB-Condutor Ciclomotor/Carro","2"
"Nordeste","Sergipe","Feminino","61 a 70","A-Condutor Moto","46"
"Nordeste","Sergipe","Feminino","61 a 70","AB-Condutor Moto/Carro","217"
"Nordeste","Sergipe","Feminino","61 a 70","AD-Condutor Moto/Ônibus","8"
"Nordeste","Sergipe","Feminino","61 a 70","B-Condutor Carro","9.384"
"Nordeste","Sergipe","Feminino","61 a 70","C-Condutor Caminhão","21"
"Nordeste","Sergipe","Feminino","61 a 70","D-Condutor Ônibus","47"
"Nordeste","Sergipe","Feminino","61 a 70","E-Condutor Carreta","4"
"Nordeste","Sergipe","Feminino","61 a 70","X-Condutor Ciclomotor","3"
"Nordeste","Sergipe","Feminino","61 a 70","XB-Condutor Ciclomotor/Carro","1"
"Nordeste","Sergipe","Feminino","71 a 80","A-Condutor Moto","2"
"Nordeste","Sergipe","Feminino","71 a 80","AB-Condutor Moto/Carro","21"
"Nordeste","Sergipe","Feminino","71 a 80","AD-Condutor Moto/Ônibus","1"
"Nordeste","Sergipe","Feminino","71 a 80","B-Condutor Carro","3.193"
"Nordeste","Sergipe","Feminino","71 a 80","C-Condutor Caminhão","4"
"Nordeste","Sergipe","Feminino","71 a 80","D-Condutor Ônibus","14"
"Nordeste","Sergipe","Feminino","81 a 90","AB-Condutor Moto/Carro","1"
"Nordeste","Sergipe","Feminino","81 a 90","B-Condutor Carro","675"
"Nordeste","Sergipe","Feminino","81 a 90","C-Condutor Caminhão","3"
"Nordeste","Sergipe","Feminino","81 a 90","D-Condutor Ônibus","2"
"Nordeste","Sergipe","Feminino","91 a 100","B-Condutor Carro","98"
"Nordeste","Sergipe","Feminino","101 a 120","B-Condutor Carro","4"
"Norte","Acre","Masculino","18 a 21","A-Condutor Moto","983"
"Norte","Acre","Masculino","18 a 21","AB-Condutor Moto/Carro","6.199"
"Norte","Acre","Masculino","18 a 21","AC-Condutor Moto/Caminhão","26"
"Norte","Acre","Masculino","18 a 21","AD-Condutor Moto/Ônibus","11"
"Norte","Acre","Masculino","18 a 21","AE-Condutor Moto/Carreta","2"
"Norte","Acre","Masculino","18 a 21","B-Condutor Carro","644"
"Norte","Acre","Masculino","22 a 25","A-Condutor Moto","2.801"
"Norte","Acre","Masculino","22 a 25","AB-Condutor Moto/Carro","11.638"
"Norte","Acre","Masculino","22 a 25","AC-Condutor Moto/Caminhão","29"
"Norte","Acre","Masculino","22 a 25","AD-Condutor Moto/Ônibus","540"
"Norte","Acre","Masculino","22 a 25","AE-Condutor Moto/Carreta","43"
"Norte","Acre","Masculino","22 a 25","B-Condutor Carro","1.238"
"Norte","Acre","Masculino","22 a 25","D-Condutor Ônibus","13"
"Norte","Acre","Masculino","22 a 25","E-Condutor Carreta","1"
"Norte","Acre","Masculino","26 a 30","A-Condutor Moto","3.604"
"Norte","Acre","Masculino","26 a 30","AB-Condutor Moto/Carro","14.752"
"Norte","Acre","Masculino","26 a 30","AC-Condutor Moto/Caminhão","56"
"Norte","Acre","Masculino","26 a 30","AD-Condutor Moto/Ônibus","1.820"
"Norte","Acre","Masculino","26 a 30","AE-Condutor Moto/Carreta","252"
"Norte","Acre","Masculino","26 a 30","B-Condutor Carro","1.446"
"Norte","Acre","Masculino","26 a 30","C-Condutor Caminhão","3"
"Norte","Acre","Masculino","26 a 30","D-Condutor Ônibus","37"
"Norte","Acre","Masculino","26 a 30","E-Condutor Carreta","8"
"Norte","Acre","Masculino","31 a 40","A-Condutor Moto","5.634"
"Norte","Acre","Masculino","31 a 40","AB-Condutor Moto/Carro","28.877"
"Norte","Acre","Masculino","31 a 40","AC-Condutor Moto/Caminhão","255"
"Norte","Acre","Masculino","31 a 40","AD-Condutor Moto/Ônibus","6.892"
"Norte","Acre","Masculino","31 a 40","AE-Condutor Moto/Carreta","1.276"
"Norte","Acre","Masculino","31 a 40","B-Condutor Carro","3.304"
"Norte","Acre","Masculino","31 a 40","C-Condutor Caminhão","30"
"Norte","Acre","Masculino","31 a 40","D-Condutor Ônibus","238"
"Norte","Acre","Masculino","31 a 40","E-Condutor Carreta","46"
"Norte","Acre","Masculino","41 a 50","A-Condutor Moto","3.290"
"Norte","Acre","Masculino","41 a 50","AB-Condutor Moto/Carro","18.010"
"Norte","Acre","Masculino","41 a 50","AC-Condutor Moto/Caminhão","1.348"
"Norte","Acre","Masculino","41 a 50","AD-Condutor Moto/Ônibus","4.994"
"Norte","Acre","Masculino","41 a 50","AE-Condutor Moto/Carreta","1.068"
"Norte","Acre","Masculino","41 a 50","B-Condutor Carro","3.140"
"Norte","Acre","Masculino","41 a 50","C-Condutor Caminhão","171"
"Norte","Acre","Masculino","41 a 50","D-Condutor Ônibus","435"
"Norte","Acre","Masculino","41 a 50","E-Condutor Carreta","115"
"Norte","Acre","Masculino","41 a 50","X-Condutor Ciclomotor","2"
"Norte","Acre","Masculino","51 a 60","A-Condutor Moto","1.425"
"Norte","Acre","Masculino","51 a 60","AB-Condutor Moto/Carro","8.487"
"Norte","Acre","Masculino","51 a 60","AC-Condutor Moto/Caminhão","2.050"
"Norte","Acre","Masculino","51 a 60","AD-Condutor Moto/Ônibus","2.625"
"Norte","Acre","Masculino","51 a 60","AE-Condutor Moto/Carreta","602"
"Norte","Acre","Masculino","51 a 60","B-Condutor Carro","2.924"
"Norte","Acre","Masculino","51 a 60","C-Condutor Caminhão","407"
"Norte","Acre","Masculino","51 a 60","D-Condutor Ônibus","563"
"Norte","Acre","Masculino","51 a 60","E-Condutor Carreta","135"
"Norte","Acre","Masculino","51 a 60","X-Condutor Ciclomotor","1"
"Norte","Acre","Masculino","61 a 70","A-Condutor Moto","406"
"Norte","Acre","Masculino","61 a 70","AB-Condutor Moto/Carro","3.328"
"Norte","Acre","Masculino","61 a 70","AC-Condutor Moto/Caminhão","758"
"Norte","Acre","Masculino","61 a 70","AD-Condutor Moto/Ônibus","1.232"
"Norte","Acre","Masculino","61 a 70","AE-Condutor Moto/Carreta","199"
"Norte","Acre","Masculino","61 a 70","B-Condutor Carro","3.075"
"Norte","Acre","Masculino","61 a 70","C-Condutor Caminhão","521"
"Norte","Acre","Masculino","61 a 70","D-Condutor Ônibus","690"
"Norte","Acre","Masculino","61 a 70","E-Condutor Carreta","171"
"Norte","Acre","Masculino","71 a 80","A-Condutor Moto","99"
"Norte","Acre","Masculino","71 a 80","AB-Condutor Moto/Carro","869"
"Norte","Acre","Masculino","71 a 80","AC-Condutor Moto/Caminhão","156"
"Norte","Acre","Masculino","71 a 80","AD-Condutor Moto/Ônibus","180"
"Norte","Acre","Masculino","71 a 80","AE-Condutor Moto/Carreta","21"
"Norte","Acre","Masculino","71 a 80","B-Condutor Carro","1.768"
"Norte","Acre","Masculino","71 a 80","C-Condutor Caminhão","224"
"Norte","Acre","Masculino","71 a 80","D-Condutor Ônibus","257"
"Norte","Acre","Masculino","71 a 80","E-Condutor Carreta","34"
"Norte","Acre","Masculino","81 a 90","A-Condutor Moto","14"
"Norte","Acre","Masculino","81 a 90","AB-Condutor Moto/Carro","112"
"Norte","Acre","Masculino","81 a 90","AC-Condutor Moto/Caminhão","37"
"Norte","Acre","Masculino","81 a 90","AD-Condutor Moto/Ônibus","34"
"Norte","Acre","Masculino","81 a 90","AE-Condutor Moto/Carreta","2"
"Norte","Acre","Masculino","81 a 90","B-Condutor Carro","578"
"Norte","Acre","Masculino","81 a 90","C-Condutor Caminhão","82"
"Norte","Acre","Masculino","81 a 90","D-Condutor Ônibus","49"
"Norte","Acre","Masculino","81 a 90","E-Condutor Carreta","7"
"Norte","Acre","Masculino","91 a 100","A-Condutor Moto","5"
"Norte","Acre","Masculino","91 a 100","AB-Condutor Moto/Carro","7"
"Norte","Acre","Masculino","91 a 100","AC-Condutor Moto/Caminhão","6"
"Norte","Acre","Masculino","91 a 100","AD-Condutor Moto/Ônibus","6"
"Norte","Acre","Masculino","91 a 100","AE-Condutor Moto/Carreta","1"
"Norte","Acre","Masculino","91 a 100","B-Condutor Carro","135"
"Norte","Acre","Masculino","91 a 100","C-Condutor Caminhão","16"
"Norte","Acre","Masculino","91 a 100","D-Condutor Ônibus","10"
"Norte","Acre","Masculino","101 a 120","B-Condutor Carro","9"
"Norte","Acre","Masculino","101 a 120","C-Condutor Caminhão","1"
"Norte","Acre","Feminino","18 a 21","A-Condutor Moto","562"
"Norte","Acre","Feminino","18 a 21","AB-Condutor Moto/Carro","2.359"
"Norte","Acre","Feminino","18 a 21","B-Condutor Carro","783"
"Norte","Acre","Feminino","22 a 25","A-Condutor Moto","1.953"
"Norte","Acre","Feminino","22 a 25","AB-Condutor Moto/Carro","5.353"
"Norte","Acre","Feminino","22 a 25","AC-Condutor Moto/Caminhão","2"
"Norte","Acre","Feminino","22 a 25","AD-Condutor Moto/Ônibus","5"
"Norte","Acre","Feminino","22 a 25","AE-Condutor Moto/Carreta","1"
"Norte","Acre","Feminino","22 a 25","B-Condutor Carro","1.863"
"Norte","Acre","Feminino","26 a 30","A-Condutor Moto","3.309"
"Norte","Acre","Feminino","26 a 30","AB-Condutor Moto/Carro","7.929"
"Norte","Acre","Feminino","26 a 30","AC-Condutor Moto/Caminhão","2"
"Norte","Acre","Feminino","26 a 30","AD-Condutor Moto/Ônibus","55"
"Norte","Acre","Feminino","26 a 30","B-Condutor Carro","2.639"
"Norte","Acre","Feminino","26 a 30","D-Condutor Ônibus","4"
"Norte","Acre","Feminino","31 a 40","A-Condutor Moto","6.603"
"Norte","Acre","Feminino","31 a 40","AB-Condutor Moto/Carro","15.923"
"Norte","Acre","Feminino","31 a 40","AC-Condutor Moto/Caminhão","5"
"Norte","Acre","Feminino","31 a 40","AD-Condutor Moto/Ônibus","176"
"Norte","Acre","Feminino","31 a 40","AE-Condutor Moto/Carreta","15"
"Norte","Acre","Feminino","31 a 40","B-Condutor Carro","6.688"
"Norte","Acre","Feminino","31 a 40","C-Condutor Caminhão","1"
"Norte","Acre","Feminino","31 a 40","D-Condutor Ônibus","19"
"Norte","Acre","Feminino","41 a 50","A-Condutor Moto","3.335"
"Norte","Acre","Feminino","41 a 50","AB-Condutor Moto/Carro","7.663"
"Norte","Acre","Feminino","41 a 50","AC-Condutor Moto/Caminhão","32"
"Norte","Acre","Feminino","41 a 50","AD-Condutor Moto/Ônibus","121"
"Norte","Acre","Feminino","41 a 50","AE-Condutor Moto/Carreta","9"
"Norte","Acre","Feminino","41 a 50","B-Condutor Carro","6.092"
"Norte","Acre","Feminino","41 a 50","C-Condutor Caminhão","4"
"Norte","Acre","Feminino","41 a 50","D-Condutor Ônibus","40"
"Norte","Acre","Feminino","41 a 50","E-Condutor Carreta","1"
"Norte","Acre","Feminino","41 a 50","X-Condutor Ciclomotor","2"
"Norte","Acre","Feminino","51 a 60","A-Condutor Moto","803"
"Norte","Acre","Feminino","51 a 60","AB-Condutor Moto/Carro","2.661"
"Norte","Acre","Feminino","51 a 60","AC-Condutor Moto/Caminhão","31"
"Norte","Acre","Feminino","51 a 60","AD-Condutor Moto/Ônibus","29"
"Norte","Acre","Feminino","51 a 60","AE-Condutor Moto/Carreta","5"
"Norte","Acre","Feminino","51 a 60","B-Condutor Carro","4.453"
"Norte","Acre","Feminino","51 a 60","C-Condutor Caminhão","10"
"Norte","Acre","Feminino","51 a 60","D-Condutor Ônibus","22"
"Norte","Acre","Feminino","51 a 60","E-Condutor Carreta","4"
"Norte","Acre","Feminino","61 a 70","A-Condutor Moto","110"
"Norte","Acre","Feminino","61 a 70","AB-Condutor Moto/Carro","615"
"Norte","Acre","Feminino","61 a 70","AC-Condutor Moto/Caminhão","17"
"Norte","Acre","Feminino","61 a 70","AD-Condutor Moto/Ônibus","1"
"Norte","Acre","Feminino","61 a 70","B-Condutor Carro","2.279"
"Norte","Acre","Feminino","61 a 70","C-Condutor Caminhão","13"
"Norte","Acre","Feminino","61 a 70","D-Condutor Ônibus","8"
"Norte","Acre","Feminino","61 a 70","X-Condutor Ciclomotor","1"
"Norte","Acre","Feminino","71 a 80","A-Condutor Moto","9"
"Norte","Acre","Feminino","71 a 80","AB-Condutor Moto/Carro","77"
"Norte","Acre","Feminino","71 a 80","B-Condutor Carro","624"
"Norte","Acre","Feminino","71 a 80","C-Condutor Caminhão","1"
"Norte","Acre","Feminino","71 a 80","D-Condutor Ônibus","2"
"Norte","Acre","Feminino","81 a 90","AB-Condutor Moto/Carro","4"
"Norte","Acre","Feminino","81 a 90","B-Condutor Carro","110"
"Norte","Acre","Feminino","91 a 100","B-Condutor Carro","6"
"Norte","Amazonas","Masculino","18 a 21","A-Condutor Moto","929"
"Norte","Amazonas","Masculino","18 a 21","AB-Condutor Moto/Carro","6.058"
"Norte","Amazonas","Masculino","18 a 21","AC-Condutor Moto/Caminhão","1"
"Norte","Amazonas","Masculino","18 a 21","AD-Condutor Moto/Ônibus","26"
"Norte","Amazonas","Masculino","18 a 21","B-Condutor Carro","6.303"
"Norte","Amazonas","Masculino","18 a 21","D-Condutor Ônibus","4"
"Norte","Amazonas","Masculino","22 a 25","A-Condutor Moto","3.660"
"Norte","Amazonas","Masculino","22 a 25","AB-Condutor Moto/Carro","14.916"
"Norte","Amazonas","Masculino","22 a 25","AC-Condutor Moto/Caminhão","7"
"Norte","Amazonas","Masculino","22 a 25","AD-Condutor Moto/Ônibus","996"
"Norte","Amazonas","Masculino","22 a 25","AE-Condutor Moto/Carreta","52"
"Norte","Amazonas","Masculino","22 a 25","B-Condutor Carro","14.243"
"Norte","Amazonas","Masculino","22 a 25","C-Condutor Caminhão","3"
"Norte","Amazonas","Masculino","22 a 25","D-Condutor Ônibus","250"
"Norte","Amazonas","Masculino","22 a 25","E-Condutor Carreta","14"
"Norte","Amazonas","Masculino","26 a 30","A-Condutor Moto","6.248"
"Norte","Amazonas","Masculino","26 a 30","AB-Condutor Moto/Carro","23.735"
"Norte","Amazonas","Masculino","26 a 30","AC-Condutor Moto/Caminhão","21"
"Norte","Amazonas","Masculino","26 a 30","AD-Condutor Moto/Ônibus","3.578"
"Norte","Amazonas","Masculino","26 a 30","AE-Condutor Moto/Carreta","530"
"Norte","Amazonas","Masculino","26 a 30","B-Condutor Carro","20.392"
"Norte","Amazonas","Masculino","26 a 30","C-Condutor Caminhão","11"
"Norte","Amazonas","Masculino","26 a 30","D-Condutor Ônibus","1.111"
"Norte","Amazonas","Masculino","26 a 30","E-Condutor Carreta","109"
"Norte","Amazonas","Masculino","31 a 40","A-Condutor Moto","13.186"
"Norte","Amazonas","Masculino","31 a 40","AB-Condutor Moto/Carro","52.146"
"Norte","Amazonas","Masculino","31 a 40","AC-Condutor Moto/Caminhão","116"
"Norte","Amazonas","Masculino","31 a 40","AD-Condutor Moto/Ônibus","13.151"
"Norte","Amazonas","Masculino","31 a 40","AE-Condutor Moto/Carreta","2.591"
"Norte","Amazonas","Masculino","31 a 40","B-Condutor Carro","47.071"
"Norte","Amazonas","Masculino","31 a 40","C-Condutor Caminhão","67"
"Norte","Amazonas","Masculino","31 a 40","D-Condutor Ônibus","5.225"
"Norte","Amazonas","Masculino","31 a 40","E-Condutor Carreta","775"
"Norte","Amazonas","Masculino","41 a 50","A-Condutor Moto","7.909"
"Norte","Amazonas","Masculino","41 a 50","AB-Condutor Moto/Carro","30.878"
"Norte","Amazonas","Masculino","41 a 50","AC-Condutor Moto/Caminhão","1.087"
"Norte","Amazonas","Masculino","41 a 50","AD-Condutor Moto/Ônibus","9.652"
"Norte","Amazonas","Masculino","41 a 50","AE-Condutor Moto/Carreta","2.193"
"Norte","Amazonas","Masculino","41 a 50","B-Condutor Carro","42.567"
"Norte","Amazonas","Masculino","41 a 50","C-Condutor Caminhão","1.062"
"Norte","Amazonas","Masculino","41 a 50","D-Condutor Ônibus","7.493"
"Norte","Amazonas","Masculino","41 a 50","E-Condutor Carreta","1.309"
"Norte","Amazonas","Masculino","51 a 60","A-Condutor Moto","3.221"
"Norte","Amazonas","Masculino","51 a 60","AB-Condutor Moto/Carro","12.891"
"Norte","Amazonas","Masculino","51 a 60","AC-Condutor Moto/Caminhão","2.119"
"Norte","Amazonas","Masculino","51 a 60","AD-Condutor Moto/Ônibus","4.514"
"Norte","Amazonas","Masculino","51 a 60","AE-Condutor Moto/Carreta","1.022"
"Norte","Amazonas","Masculino","51 a 60","B-Condutor Carro","31.050"
"Norte","Amazonas","Masculino","51 a 60","C-Condutor Caminhão","3.411"
"Norte","Amazonas","Masculino","51 a 60","D-Condutor Ônibus","7.119"
"Norte","Amazonas","Masculino","51 a 60","E-Condutor Carreta","1.151"
"Norte","Amazonas","Masculino","61 a 70","A-Condutor Moto","903"
"Norte","Amazonas","Masculino","61 a 70","AB-Condutor Moto/Carro","4.930"
"Norte","Amazonas","Masculino","61 a 70","AC-Condutor Moto/Caminhão","1.020"
"Norte","Amazonas","Masculino","61 a 70","AD-Condutor Moto/Ônibus","2.005"
