"Região Habilitação Atual","UF Habilitação Atual","Sexo","Faixa Etária","Categoria","Qt. Condutor Histórico"
"Norte","Amazonas","Feminino","61 a 70","AB-Condutor Moto/Carro","584"
"Norte","Amazonas","Feminino","61 a 70","AC-Condutor Moto/Caminhão","14"
"Norte","Amazonas","Feminino","61 a 70","AD-Condutor Moto/Ônibus","21"
"Norte","Amazonas","Feminino","61 a 70","AE-Condutor Moto/Carreta","2"
"Norte","Amazonas","Feminino","61 a 70","B-Condutor Carro","11.644"
"Norte","Amazonas","Feminino","61 a 70","C-Condutor Caminhão","34"
"Norte","Amazonas","Feminino","61 a 70","D-Condutor Ônibus","86"
"Norte","Amazonas","Feminino","61 a 70","E-Condutor Carreta","4"
"Norte","Amazonas","Feminino","71 a 80","A-Condutor Moto","33"
"Norte","Amazonas","Feminino","71 a 80","AB-Condutor Moto/Carro","85"
"Norte","Amazonas","Feminino","71 a 80","AC-Condutor Moto/Caminhão","2"
"Norte","Amazonas","Feminino","71 a 80","AD-Condutor Moto/Ônibus","2"
"Norte","Amazonas","Feminino","71 a 80","B-Condutor Carro","3.979"
"Norte","Amazonas","Feminino","71 a 80","C-Condutor Caminhão","6"
"Norte","Amazonas","Feminino","71 a 80","D-Condutor Ônibus","10"
"Norte","Amazonas","Feminino","81 a 90","A-Condutor Moto","1"
"Norte","Amazonas","Feminino","81 a 90","AB-Condutor Moto/Carro","9"
"Norte","Amazonas","Feminino","81 a 90","AD-Condutor Moto/Ônibus","1"
"Norte","Amazonas","Feminino","81 a 90","B-Condutor Carro","766"
"Norte","Amazonas","Feminino","81 a 90","C-Condutor Caminhão","2"
"Norte","Amazonas","Feminino","91 a 100","B-Condutor Carro","102"
"Norte","Amazonas","Feminino","101 a 120","B-Condutor Carro","1"
"Norte","Amapá","Masculino","18 a 21","A-Condutor Moto","100"
"Norte","Amapá","Masculino","18 a 21","AB-Condutor Moto/Carro","684"
"Norte","Amapá","Masculino","18 a 21","AD-Condutor Moto/Ônibus","1"
"Norte","Amapá","Masculino","18 a 21","B-Condutor Carro","590"
"Norte","Amapá","Masculino","22 a 25","A-Condutor Moto","792"
"Norte","Amapá","Masculino","22 a 25","AB-Condutor Moto/Carro","3.386"
"Norte","Amapá","Masculino","22 a 25","AD-Condutor Moto/Ônibus","109"
"Norte","Amapá","Masculino","22 a 25","AE-Condutor Moto/Carreta","3"
"Norte","Amapá","Masculino","22 a 25","B-Condutor Carro","2.688"
"Norte","Amapá","Masculino","22 a 25","D-Condutor Ônibus","31"
"Norte","Amapá","Masculino","26 a 30","A-Condutor Moto","1.977"
"Norte","Amapá","Masculino","26 a 30","AB-Condutor Moto/Carro","5.852"
"Norte","Amapá","Masculino","26 a 30","AC-Condutor Moto/Caminhão","4"
"Norte","Amapá","Masculino","26 a 30","AD-Condutor Moto/Ônibus","578"
"Norte","Amapá","Masculino","26 a 30","AE-Condutor Moto/Carreta","54"
"Norte","Amapá","Masculino","26 a 30","B-Condutor Carro","4.372"
"Norte","Amapá","Masculino","26 a 30","D-Condutor Ônibus","215"
"Norte","Amapá","Masculino","26 a 30","E-Condutor Carreta","15"
"Norte","Amapá","Masculino","31 a 40","A-Condutor Moto","4.418"
"Norte","Amapá","Masculino","31 a 40","AB-Condutor Moto/Carro","15.836"
"Norte","Amapá","Masculino","31 a 40","AC-Condutor Moto/Caminhão","96"
"Norte","Amapá","Masculino","31 a 40","AD-Condutor Moto/Ônibus","3.635"
"Norte","Amapá","Masculino","31 a 40","AE-Condutor Moto/Carreta","654"
"Norte","Amapá","Masculino","31 a 40","B-Condutor Carro","7.865"
"Norte","Amapá","Masculino","31 a 40","C-Condutor Caminhão","16"
"Norte","Amapá","Masculino","31 a 40","D-Condutor Ônibus","860"
"Norte","Amapá","Masculino","31 a 40","E-Condutor Carreta","66"
"Norte","Amapá","Masculino","41 a 50","A-Condutor Moto","2.157"
"Norte","Amapá","Masculino","41 a 50","AB-Condutor Moto/Carro","11.266"
"Norte","Amapá","Masculino","41 a 50","AC-Condutor Moto/Caminhão","690"
"Norte","Amapá","Masculino","41 a 50","AD-Condutor Moto/Ônibus","3.872"
"Norte","Amapá","Masculino","41 a 50","AE-Condutor Moto/Carreta","833"
"Norte","Amapá","Masculino","41 a 50","B-Condutor Carro","7.013"
"Norte","Amapá","Masculino","41 a 50","C-Condutor Caminhão","290"
"Norte","Amapá","Masculino","41 a 50","D-Condutor Ônibus","1.163"
"Norte","Amapá","Masculino","41 a 50","E-Condutor Carreta","152"
"Norte","Amapá","Masculino","51 a 60","A-Condutor Moto","761"
"Norte","Amapá","Masculino","51 a 60","AB-Condutor Moto/Carro","5.166"
"Norte","Amapá","Masculino","51 a 60","AC-Condutor Moto/Caminhão","684"
"Norte","Amapá","Masculino","51 a 60","AD-Condutor Moto/Ônibus","2.719"
"Norte","Amapá","Masculino","51 a 60","AE-Condutor Moto/Carreta","550"
"Norte","Amapá","Masculino","51 a 60","B-Condutor Carro","4.901"
"Norte","Amapá","Masculino","51 a 60","C-Condutor Caminhão","640"
"Norte","Amapá","Masculino","51 a 60","D-Condutor Ônibus","1.644"
"Norte","Amapá","Masculino","51 a 60","E-Condutor Carreta","274"
"Norte","Amapá","Masculino","61 a 70","A-Condutor Moto","206"
"Norte","Amapá","Masculino","61 a 70","AB-Condutor Moto/Carro","1.688"
"Norte","Amapá","Masculino","61 a 70","AC-Condutor Moto/Caminhão","329"
"Norte","Amapá","Masculino","61 a 70","AD-Condutor Moto/Ônibus","990"
"Norte","Amapá","Masculino","61 a 70","AE-Condutor Moto/Carreta","289"
"Norte","Amapá","Masculino","61 a 70","B-Condutor Carro","3.455"
"Norte","Amapá","Masculino","61 a 70","C-Condutor Caminhão","639"
"Norte","Amapá","Masculino","61 a 70","D-Condutor Ônibus","1.437"
"Norte","Amapá","Masculino","61 a 70","E-Condutor Carreta","273"
"Norte","Amapá","Masculino","71 a 80","A-Condutor Moto","35"
"Norte","Amapá","Masculino","71 a 80","AB-Condutor Moto/Carro","417"
"Norte","Amapá","Masculino","71 a 80","AC-Condutor Moto/Caminhão","93"
"Norte","Amapá","Masculino","71 a 80","AD-Condutor Moto/Ônibus","180"
"Norte","Amapá","Masculino","71 a 80","AE-Condutor Moto/Carreta","23"
"Norte","Amapá","Masculino","71 a 80","B-Condutor Carro","1.607"
"Norte","Amapá","Masculino","71 a 80","C-Condutor Caminhão","316"
"Norte","Amapá","Masculino","71 a 80","D-Condutor Ônibus","409"
"Norte","Amapá","Masculino","71 a 80","E-Condutor Carreta","44"
"Norte","Amapá","Masculino","81 a 90","A-Condutor Moto","2"
"Norte","Amapá","Masculino","81 a 90","AB-Condutor Moto/Carro","54"
"Norte","Amapá","Masculino","81 a 90","AC-Condutor Moto/Caminhão","17"
"Norte","Amapá","Masculino","81 a 90","AD-Condutor Moto/Ônibus","24"
"Norte","Amapá","Masculino","81 a 90","AE-Condutor Moto/Carreta","3"
"Norte","Amapá","Masculino","81 a 90","B-Condutor Carro","461"
"Norte","Amapá","Masculino","81 a 90","C-Condutor Caminhão","183"
"Norte","Amapá","Masculino","81 a 90","D-Condutor Ônibus","117"
"Norte","Amapá","Masculino","81 a 90","E-Condutor Carreta","12"
"Norte","Amapá","Masculino","91 a 100","AB-Condutor Moto/Carro","7"
"Norte","Amapá","Masculino","91 a 100","AC-Condutor Moto/Caminhão","2"
"Norte","Amapá","Masculino","91 a 100","AD-Condutor Moto/Ônibus","2"
"Norte","Amapá","Masculino","91 a 100","B-Condutor Carro","64"
"Norte","Amapá","Masculino","91 a 100","C-Condutor Caminhão","30"
"Norte","Amapá","Masculino","91 a 100","D-Condutor Ônibus","9"
"Norte","Amapá","Masculino","101 a 120","AC-Condutor Moto/Caminhão","1"
"Norte","Amapá","Masculino","101 a 120","B-Condutor Carro","3"
"Norte","Amapá","Masculino","101 a 120","C-Condutor Caminhão","3"
"Norte","Amapá","Feminino","18 a 21","A-Condutor Moto","20"
"Norte","Amapá","Feminino","18 a 21","AB-Condutor Moto/Carro","117"
"Norte","Amapá","Feminino","18 a 21","B-Condutor Carro","367"
"Norte","Amapá","Feminino","22 a 25","A-Condutor Moto","173"
"Norte","Amapá","Feminino","22 a 25","AB-Condutor Moto/Carro","686"
"Norte","Amapá","Feminino","22 a 25","AD-Condutor Moto/Ônibus","3"
"Norte","Amapá","Feminino","22 a 25","B-Condutor Carro","1.961"
"Norte","Amapá","Feminino","26 a 30","A-Condutor Moto","548"
"Norte","Amapá","Feminino","26 a 30","AB-Condutor Moto/Carro","1.607"
"Norte","Amapá","Feminino","26 a 30","AD-Condutor Moto/Ônibus","14"
"Norte","Amapá","Feminino","26 a 30","B-Condutor Carro","3.717"
"Norte","Amapá","Feminino","26 a 30","D-Condutor Ônibus","4"
"Norte","Amapá","Feminino","31 a 40","A-Condutor Moto","1.590"
"Norte","Amapá","Feminino","31 a 40","AB-Condutor Moto/Carro","5.257"
"Norte","Amapá","Feminino","31 a 40","AD-Condutor Moto/Ônibus","64"
"Norte","Amapá","Feminino","31 a 40","AE-Condutor Moto/Carreta","6"
"Norte","Amapá","Feminino","31 a 40","B-Condutor Carro","9.791"
"Norte","Amapá","Feminino","31 a 40","D-Condutor Ônibus","27"
"Norte","Amapá","Feminino","31 a 40","E-Condutor Carreta","1"
"Norte","Amapá","Feminino","41 a 50","A-Condutor Moto","900"
"Norte","Amapá","Feminino","41 a 50","AB-Condutor Moto/Carro","3.653"
"Norte","Amapá","Feminino","41 a 50","AC-Condutor Moto/Caminhão","47"
"Norte","Amapá","Feminino","41 a 50","AD-Condutor Moto/Ônibus","98"
"Norte","Amapá","Feminino","41 a 50","AE-Condutor Moto/Carreta","8"
"Norte","Amapá","Feminino","41 a 50","B-Condutor Carro","8.428"
"Norte","Amapá","Feminino","41 a 50","C-Condutor Caminhão","13"
"Norte","Amapá","Feminino","41 a 50","D-Condutor Ônibus","38"
"Norte","Amapá","Feminino","41 a 50","E-Condutor Carreta","1"
"Norte","Amapá","Feminino","51 a 60","A-Condutor Moto","237"
"Norte","Amapá","Feminino","51 a 60","AB-Condutor Moto/Carro","1.410"
"Norte","Amapá","Feminino","51 a 60","AC-Condutor Moto/Caminhão","39"
"Norte","Amapá","Feminino","51 a 60","AD-Condutor Moto/Ônibus","61"
"Norte","Amapá","Feminino","51 a 60","AE-Condutor Moto/Carreta","3"
"Norte","Amapá","Feminino","51 a 60","B-Condutor Carro","5.106"
"Norte","Amapá","Feminino","51 a 60","C-Condutor Caminhão","29"
"Norte","Amapá","Feminino","51 a 60","D-Condutor Ônibus","30"
"Norte","Amapá","Feminino","61 a 70","A-Condutor Moto","35"
"Norte","Amapá","Feminino","61 a 70","AB-Condutor Moto/Carro","318"
"Norte","Amapá","Feminino","61 a 70","AC-Condutor Moto/Caminhão","14"
"Norte","Amapá","Feminino","61 a 70","AD-Condutor Moto/Ônibus","11"
"Norte","Amapá","Feminino","61 a 70","B-Condutor Carro","2.428"
"Norte","Amapá","Feminino","61 a 70","C-Condutor Caminhão","20"
"Norte","Amapá","Feminino","61 a 70","D-Condutor Ônibus","17"
"Norte","Amapá","Feminino","71 a 80","A-Condutor Moto","1"
"Norte","Amapá","Feminino","71 a 80","AB-Condutor Moto/Carro","28"
"Norte","Amapá","Feminino","71 a 80","AC-Condutor Moto/Caminhão","2"
"Norte","Amapá","Feminino","71 a 80","AD-Condutor Moto/Ônibus","1"
"Norte","Amapá","Feminino","71 a 80","B-Condutor Carro","661"
"Norte","Amapá","Feminino","71 a 80","C-Condutor Caminhão","3"
"Norte","Amapá","Feminino","71 a 80","D-Condutor Ônibus","4"
"Norte","Amapá","Feminino","81 a 90","AB-Condutor Moto/Carro","1"
"Norte","Amapá","Feminino","81 a 90","B-Condutor Carro","88"
"Norte","Amapá","Feminino","81 a 90","C-Condutor Caminhão","2"
"Norte","Amapá","Feminino","91 a 100","B-Condutor Carro","3"
"Norte","Pará","Masculino","18 a 21","A-Condutor Moto","421"
"Norte","Pará","Masculino","18 a 21","AB-Condutor Moto/Carro","12.614"
"Norte","Pará","Masculino","18 a 21","AC-Condutor Moto/Caminhão","36"
"Norte","Pará","Masculino","18 a 21","AD-Condutor Moto/Ônibus","59"
"Norte","Pará","Masculino","18 a 21","AE-Condutor Moto/Carreta","2"
"Norte","Pará","Masculino","18 a 21","B-Condutor Carro","2.241"
"Norte","Pará","Masculino","18 a 21","C-Condutor Caminhão","4"
"Norte","Pará","Masculino","18 a 21","D-Condutor Ônibus","2"
"Norte","Pará","Masculino","22 a 25","A-Condutor Moto","1.615"
"Norte","Pará","Masculino","22 a 25","AB-Condutor Moto/Carro","48.674"
"Norte","Pará","Masculino","22 a 25","AC-Condutor Moto/Caminhão","189"
"Norte","Pará","Masculino","22 a 25","AD-Condutor Moto/Ônibus","3.684"
"Norte","Pará","Masculino","22 a 25","AE-Condutor Moto/Carreta","249"
"Norte","Pará","Masculino","22 a 25","B-Condutor Carro","7.367"
"Norte","Pará","Masculino","22 a 25","C-Condutor Caminhão","4"
"Norte","Pará","Masculino","22 a 25","D-Condutor Ônibus","38"
"Norte","Pará","Masculino","22 a 25","E-Condutor Carreta","11"
"Norte","Pará","Masculino","26 a 30","A-Condutor Moto","3.109"
"Norte","Pará","Masculino","26 a 30","AB-Condutor Moto/Carro","84.674"
"Norte","Pará","Masculino","26 a 30","AC-Condutor Moto/Caminhão","435"
"Norte","Pará","Masculino","26 a 30","AD-Condutor Moto/Ônibus","16.182"
"Norte","Pará","Masculino","26 a 30","AE-Condutor Moto/Carreta","2.562"
"Norte","Pará","Masculino","26 a 30","B-Condutor Carro","11.821"
"Norte","Pará","Masculino","26 a 30","C-Condutor Caminhão","15"
"Norte","Pará","Masculino","26 a 30","D-Condutor Ônibus","291"
"Norte","Pará","Masculino","26 a 30","E-Condutor Carreta","36"
"Norte","Pará","Masculino","31 a 40","A-Condutor Moto","8.015"
"Norte","Pará","Masculino","31 a 40","AB-Condutor Moto/Carro","181.026"
"Norte","Pará","Masculino","31 a 40","AC-Condutor Moto/Caminhão","1.262"
"Norte","Pará","Masculino","31 a 40","AD-Condutor Moto/Ônibus","58.160"
"Norte","Pará","Masculino","31 a 40","AE-Condutor Moto/Carreta","14.595"
"Norte","Pará","Masculino","31 a 40","B-Condutor Carro","33.769"
"Norte","Pará","Masculino","31 a 40","C-Condutor Caminhão","133"
"Norte","Pará","Masculino","31 a 40","D-Condutor Ônibus","3.582"
"Norte","Pará","Masculino","31 a 40","E-Condutor Carreta","727"
"Norte","Pará","Masculino","41 a 50","A-Condutor Moto","7.172"
"Norte","Pará","Masculino","41 a 50","AB-Condutor Moto/Carro","120.073"
"Norte","Pará","Masculino","41 a 50","AC-Condutor Moto/Caminhão","4.023"
"Norte","Pará","Masculino","41 a 50","AD-Condutor Moto/Ônibus","41.950"
"Norte","Pará","Masculino","41 a 50","AE-Condutor Moto/Carreta","12.500"
"Norte","Pará","Masculino","41 a 50","B-Condutor Carro","40.039"
"Norte","Pará","Masculino","41 a 50","C-Condutor Caminhão","1.449"
"Norte","Pará","Masculino","41 a 50","D-Condutor Ônibus","9.004"
"Norte","Pará","Masculino","41 a 50","E-Condutor Carreta","2.328"
"Norte","Pará","Masculino","51 a 60","A-Condutor Moto","4.548"
"Norte","Pará","Masculino","51 a 60","AB-Condutor Moto/Carro","57.703"
"Norte","Pará","Masculino","51 a 60","AC-Condutor Moto/Caminhão","6.158"
"Norte","Pará","Masculino","51 a 60","AD-Condutor Moto/Ônibus","19.429"
"Norte","Pará","Masculino","51 a 60","AE-Condutor Moto/Carreta","5.792"
"Norte","Pará","Masculino","51 a 60","B-Condutor Carro","38.161"
"Norte","Pará","Masculino","51 a 60","C-Condutor Caminhão","4.101"
"Norte","Pará","Masculino","51 a 60","D-Condutor Ônibus","11.220"
"Norte","Pará","Masculino","51 a 60","E-Condutor Carreta","2.526"
"Norte","Pará","Masculino","61 a 70","A-Condutor Moto","1.917"
"Norte","Pará","Masculino","61 a 70","AB-Condutor Moto/Carro","21.766"
"Norte","Pará","Masculino","61 a 70","AC-Condutor Moto/Caminhão","2.892"
"Norte","Pará","Masculino","61 a 70","AD-Condutor Moto/Ônibus","6.325"
"Norte","Pará","Masculino","61 a 70","AE-Condutor Moto/Carreta","1.853"
"Norte","Pará","Masculino","61 a 70","B-Condutor Carro","36.244"
"Norte","Pará","Masculino","61 a 70","C-Condutor Caminhão","5.098"
"Norte","Pará","Masculino","61 a 70","D-Condutor Ônibus","9.603"
"Norte","Pará","Masculino","61 a 70","E-Condutor Carreta","2.054"
"Norte","Pará","Masculino","71 a 80","A-Condutor Moto","536"
"Norte","Pará","Masculino","71 a 80","AB-Condutor Moto/Carro","5.485"
"Norte","Pará","Masculino","71 a 80","AC-Condutor Moto/Caminhão","533"
"Norte","Pará","Masculino","71 a 80","AD-Condutor Moto/Ônibus","860"
"Norte","Pará","Masculino","71 a 80","AE-Condutor Moto/Carreta","155"
"Norte","Pará","Masculino","71 a 80","B-Condutor Carro","21.700"
"Norte","Pará","Masculino","71 a 80","C-Condutor Caminhão","2.200"
"Norte","Pará","Masculino","71 a 80","D-Condutor Ônibus","3.447"
"Norte","Pará","Masculino","71 a 80","E-Condutor Carreta","390"
"Norte","Pará","Masculino","81 a 90","A-Condutor Moto","107"
"Norte","Pará","Masculino","81 a 90","AB-Condutor Moto/Carro","942"
"Norte","Pará","Masculino","81 a 90","AC-Condutor Moto/Caminhão","68"
"Norte","Pará","Masculino","81 a 90","AD-Condutor Moto/Ônibus","118"
"Norte","Pará","Masculino","81 a 90","AE-Condutor Moto/Carreta","3"
"Norte","Pará","Masculino","81 a 90","B-Condutor Carro","9.139"
"Norte","Pará","Masculino","81 a 90","C-Condutor Caminhão","542"
"Norte","Pará","Masculino","81 a 90","D-Condutor Ônibus","1.138"
"Norte","Pará","Masculino","81 a 90","E-Condutor Carreta","73"
"Norte","Pará","Masculino","91 a 100","A-Condutor Moto","13"
"Norte","Pará","Masculino","91 a 100","AB-Condutor Moto/Carro","120"
"Norte","Pará","Masculino","91 a 100","AC-Condutor Moto/Caminhão","2"
"Norte","Pará","Masculino","91 a 100","AD-Condutor Moto/Ônibus","6"
"Norte","Pará","Masculino","91 a 100","B-Condutor Carro","2.435"
"Norte","Pará","Masculino","91 a 100","C-Condutor Caminhão","41"
"Norte","Pará","Masculino","91 a 100","D-Condutor Ônibus","74"
"Norte","Pará","Masculino","91 a 100","E-Condutor Carreta","6"
"Norte","Pará","Masculino","101 a 120","AB-Condutor Moto/Carro","1"
"Norte","Pará","Masculino","101 a 120","B-Condutor Carro","180"
"Norte","Pará","Feminino","18 a 21","A-Condutor Moto","105"
"Norte","Pará","Feminino","18 a 21","AB-Condutor Moto/Carro","3.394"
"Norte","Pará","Feminino","18 a 21","AC-Condutor Moto/Caminhão","1"
"Norte","Pará","Feminino","18 a 21","AD-Condutor Moto/Ônibus","1"
"Norte","Pará","Feminino","18 a 21","B-Condutor Carro","1.946"
"Norte","Pará","Feminino","18 a 21","C-Condutor Caminhão","1"
"Norte","Pará","Feminino","22 a 25","A-Condutor Moto","500"
"Norte","Pará","Feminino","22 a 25","AB-Condutor Moto/Carro","16.047"
"Norte","Pará","Feminino","22 a 25","AC-Condutor Moto/Caminhão","9"
"Norte","Pará","Feminino","22 a 25","AD-Condutor Moto/Ônibus","108"
"Norte","Pará","Feminino","22 a 25","AE-Condutor Moto/Carreta","2"
"Norte","Pará","Feminino","22 a 25","B-Condutor Carro","7.476"
"Norte","Pará","Feminino","22 a 25","D-Condutor Ônibus","3"
"Norte","Pará","Feminino","26 a 30","A-Condutor Moto","1.025"
"Norte","Pará","Feminino","26 a 30","AB-Condutor Moto/Carro","34.167"
"Norte","Pará","Feminino","26 a 30","AC-Condutor Moto/Caminhão","19"
"Norte","Pará","Feminino","26 a 30","AD-Condutor Moto/Ônibus","583"
"Norte","Pará","Feminino","26 a 30","AE-Condutor Moto/Carreta","51"
"Norte","Pará","Feminino","26 a 30","B-Condutor Carro","14.529"
"Norte","Pará","Feminino","26 a 30","C-Condutor Caminhão","2"
"Norte","Pará","Feminino","26 a 30","D-Condutor Ônibus","19"
"Norte","Pará","Feminino","26 a 30","E-Condutor Carreta","1"
"Norte","Pará","Feminino","31 a 40","A-Condutor Moto","3.062"
"Norte","Pará","Feminino","31 a 40","AB-Condutor Moto/Carro","84.362"
"Norte","Pará","Feminino","31 a 40","AC-Condutor Moto/Caminhão","47"
"Norte","Pará","Feminino","31 a 40","AD-Condutor Moto/Ônibus","2.490"
"Norte","Pará","Feminino","31 a 40","AE-Condutor Moto/Carreta","372"
"Norte","Pará","Feminino","31 a 40","B-Condutor Carro","46.470"
"Norte","Pará","Feminino","31 a 40","C-Condutor Caminhão","1"
"Norte","Pará","Feminino","31 a 40","D-Condutor Ônibus","221"
"Norte","Pará","Feminino","31 a 40","E-Condutor Carreta","15"
"Norte","Pará","Feminino","41 a 50","A-Condutor Moto","2.407"
"Norte","Pará","Feminino","41 a 50","AB-Condutor Moto/Carro","48.574"
"Norte","Pará","Feminino","41 a 50","AC-Condutor Moto/Caminhão","130"
"Norte","Pará","Feminino","41 a 50","AD-Condutor Moto/Ônibus","1.750"
"Norte","Pará","Feminino","41 a 50","AE-Condutor Moto/Carreta","350"
"Norte","Pará","Feminino","41 a 50","B-Condutor Carro","45.690"
"Norte","Pará","Feminino","41 a 50","C-Condutor Caminhão","63"
"Norte","Pará","Feminino","41 a 50","D-Condutor Ônibus","479"
"Norte","Pará","Feminino","41 a 50","E-Condutor Carreta","63"
"Norte","Pará","Feminino","51 a 60","A-Condutor Moto","1.250"
"Norte","Pará","Feminino","51 a 60","AB-Condutor Moto/Carro","16.442"
"Norte","Pará","Feminino","51 a 60","AC-Condutor Moto/Caminhão","150"
"Norte","Pará","Feminino","51 a 60","AD-Condutor Moto/Ônibus","656"
"Norte","Pará","Feminino","51 a 60","AE-Condutor Moto/Carreta","124"
"Norte","Pará","Feminino","51 a 60","B-Condutor Carro","34.276"
"Norte","Pará","Feminino","51 a 60","C-Condutor Caminhão","147"
"Norte","Pará","Feminino","51 a 60","D-Condutor Ônibus","424"
"Norte","Pará","Feminino","51 a 60","E-Condutor Carreta","50"
"Norte","Pará","Feminino","61 a 70","A-Condutor Moto","317"
"Norte","Pará","Feminino","61 a 70","AB-Condutor Moto/Carro","3.318"
"Norte","Pará","Feminino","61 a 70","AC-Condutor Moto/Caminhão","43"
"Norte","Pará","Feminino","61 a 70","AD-Condutor Moto/Ônibus","140"
"Norte","Pará","Feminino","61 a 70","AE-Condutor Moto/Carreta","42"
"Norte","Pará","Feminino","61 a 70","B-Condutor Carro","21.187"
"Norte","Pará","Feminino","61 a 70","C-Condutor Caminhão","108"
"Norte","Pará","Feminino","61 a 70","D-Condutor Ônibus","232"
"Norte","Pará","Feminino","61 a 70","E-Condutor Carreta","33"
"Norte","Pará","Feminino","71 a 80","A-Condutor Moto","40"
"Norte","Pará","Feminino","71 a 80","AB-Condutor Moto/Carro","308"
"Norte","Pará","Feminino","71 a 80","AC-Condutor Moto/Caminhão","11"
"Norte","Pará","Feminino","71 a 80","AD-Condutor Moto/Ônibus","15"
"Norte","Pará","Feminino","71 a 80","AE-Condutor Moto/Carreta","1"
"Norte","Pará","Feminino","71 a 80","B-Condutor Carro","7.557"
"Norte","Pará","Feminino","71 a 80","C-Condutor Caminhão","28"
"Norte","Pará","Feminino","71 a 80","D-Condutor Ônibus","37"
"Norte","Pará","Feminino","71 a 80","E-Condutor Carreta","3"
"Norte","Pará","Feminino","81 a 90","A-Condutor Moto","1"
"Norte","Pará","Feminino","81 a 90","AB-Condutor Moto/Carro","20"
"Norte","Pará","Feminino","81 a 90","AC-Condutor Moto/Caminhão","1"
"Norte","Pará","Feminino","81 a 90","AD-Condutor Moto/Ônibus","1"
"Norte","Pará","Feminino","81 a 90","B-Condutor Carro","1.750"
"Norte","Pará","Feminino","81 a 90","C-Condutor Caminhão","3"
"Norte","Pará","Feminino","81 a 90","D-Condutor Ônibus","8"
"Norte","Pará","Feminino","81 a 90","E-Condutor Carreta","1"
"Norte","Pará","Feminino","91 a 100","AB-Condutor Moto/Carro","1"
"Norte","Pará","Feminino","91 a 100","B-Condutor Carro","236"
"Norte","Pará","Feminino","91 a 100","D-Condutor Ônibus","2"
"Norte","Pará","Feminino","101 a 120","B-Condutor Carro","7"
"Norte","Rondônia","Masculino","18 a 21","A-Condutor Moto","208"
"Norte","Rondônia","Masculino","18 a 21","AB-Condutor Moto/Carro","15.124"
"Norte","Rondônia","Masculino","18 a 21","AC-Condutor Moto/Caminhão","159"
"Norte","Rondônia","Masculino","18 a 21","AD-Condutor Moto/Ônibus","71"
"Norte","Rondônia","Masculino","18 a 21","AE-Condutor Moto/Carreta","12"
"Norte","Rondônia","Masculino","18 a 21","B-Condutor Carro","1.050"
"Norte","Rondônia","Masculino","18 a 21","C-Condutor Caminhão","2"
"Norte","Rondônia","Masculino","22 a 25","A-Condutor Moto","691"
"Norte","Rondônia","Masculino","22 a 25","AB-Condutor Moto/Carro","30.539"
"Norte","Rondônia","Masculino","22 a 25","AC-Condutor Moto/Caminhão","264"
"Norte","Rondônia","Masculino","22 a 25","AD-Condutor Moto/Ônibus","2.023"
"Norte","Rondônia","Masculino","22 a 25","AE-Condutor Moto/Carreta","450"
"Norte","Rondônia","Masculino","22 a 25","B-Condutor Carro","2.176"
"Norte","Rondônia","Masculino","22 a 25","C-Condutor Caminhão","1"
"Norte","Rondônia","Masculino","22 a 25","D-Condutor Ônibus","15"
"Norte","Rondônia","Masculino","22 a 25","E-Condutor Carreta","2"
"Norte","Rondônia","Masculino","26 a 30","A-Condutor Moto","1.153"
"Norte","Rondônia","Masculino","26 a 30","AB-Condutor Moto/Carro","42.130"
"Norte","Rondônia","Masculino","26 a 30","AC-Condutor Moto/Caminhão","458"
"Norte","Rondônia","Masculino","26 a 30","AD-Condutor Moto/Ônibus","6.422"
"Norte","Rondônia","Masculino","26 a 30","AE-Condutor Moto/Carreta","1.981"
"Norte","Rondônia","Masculino","26 a 30","B-Condutor Carro","3.007"
"Norte","Rondônia","Masculino","26 a 30","C-Condutor Caminhão","3"
"Norte","Rondônia","Masculino","26 a 30","D-Condutor Ônibus","90"
"Norte","Rondônia","Masculino","26 a 30","E-Condutor Carreta","24"
"Norte","Rondônia","Masculino","31 a 40","A-Condutor Moto","2.849"
"Norte","Rondônia","Masculino","31 a 40","AB-Condutor Moto/Carro","79.903"
"Norte","Rondônia","Masculino","31 a 40","AC-Condutor Moto/Caminhão","1.756"
"Norte","Rondônia","Masculino","31 a 40","AD-Condutor Moto/Ônibus","22.858"
"Norte","Rondônia","Masculino","31 a 40","AE-Condutor Moto/Carreta","9.042"
"Norte","Rondônia","Masculino","31 a 40","B-Condutor Carro","6.027"
"Norte","Rondônia","Masculino","31 a 40","C-Condutor Caminhão","56"
"Norte","Rondônia","Masculino","31 a 40","D-Condutor Ônibus","441"
"Norte","Rondônia","Masculino","31 a 40","E-Condutor Carreta","143"
"Norte","Rondônia","Masculino","41 a 50","A-Condutor Moto","3.128"
"Norte","Rondônia","Masculino","41 a 50","AB-Condutor Moto/Carro","55.537"
"Norte","Rondônia","Masculino","41 a 50","AC-Condutor Moto/Caminhão","5.787"
"Norte","Rondônia","Masculino","41 a 50","AD-Condutor Moto/Ônibus","17.759"
"Norte","Rondônia","Masculino","41 a 50","AE-Condutor Moto/Carreta","9.042"
"Norte","Rondônia","Masculino","41 a 50","B-Condutor Carro","6.331"
"Norte","Rondônia","Masculino","41 a 50","C-Condutor Caminhão","434"
"Norte","Rondônia","Masculino","41 a 50","D-Condutor Ônibus","935"
"Norte","Rondônia","Masculino","41 a 50","E-Condutor Carreta","770"
